-0.46883193	2.6170352	-1.1631135	0.3544374	3.0167441	-2.0770693	-1.1535147	1.1986059	-1.3168243	4.022599	-1.3030528	-0.93462175	0.9990163	1.7285869	-2.4170702	-0.68214375	-1.5906258	-1.9805131	0.021687647	-0.8287813	1.6248	0.676029	0.28675967	-0.656203	0.6114789	-0.69845086	0.053067416	-0.94951504	0.15781443	-1.0193667	-1.6204777	-0.5318215
0.12143319	0.43841997	-0.9955931	-0.98841053	0.12015992	-1.0092287	-0.0076743197	-1.2330208	2.1406498	-0.3368002	-0.20414542	0.5711358	-2.2967355	0.20947015	0.85880655	-0.5386518	-2.2413118	-0.8781465	-1.1458156	-1.8171306	1.8052095	-0.5913128	1.2657716	1.0001382	0.405937	-1.2132155	-0.6779746	-0.62375605	0.55953854	0.7742311	-0.46054867	-1.331447
-0.50944686	-0.90821654	0.14298369	-2.159461	0.5173681	-0.51348287	0.24518348	-0.5552944	2.491598	0.049856644	-1.6010435	-0.46529913	-0.5456901	-2.4755898	-0.704185	0.43194994	0.25935775	0.040818773	-1.8834805	-2.8265722	-1.3119845	1.0714407	0.54847175	-0.09846656	1.5324591	-0.813631	-3.4322698	1.3885952	0.27297002	-2.1036594	-0.21587215	-0.689005
-0.6592574	-1.4055206	0.6795822	-1.4212724	0.29511467	0.72709256	-0.6489625	1.6532258	-0.73747844	-0.6315193	0.89000785	-1.3922011	0.65525854	0.88780344	2.5443828	0.8649389	-3.2656178	-1.6096119	-1.0171489	-0.24700029	-0.73216194	1.2892376	1.7685716	-0.6495846	1.9668884	-0.42136547	-1.2303329	-2.5729187	0.065990254	1.2229608	0.021156052	-0.45447305
-1.0624394	0.8905886	0.6437989	0.67575175	0.40309533	-0.9638585	1.3802854	1.8396739	-0.14574248	1.2375511	-0.89457387	-0.08787259	-0.11540037	0.2943802	2.466711	0.18027568	-1.7277223	0.10185044	-0.67899424	-0.43056375	-0.2798613	0.8841937	-0.3898947	-1.1164505	-0.23915438	-1.6918257	-1.0231346	-2.5461597	-1.3030714	0.77295744	1.0885593	0.9725091
-0.52582693	1.5817153	-2.3266175	-0.511081	-0.6100489	-0.15292166	0.0274489	-0.6623721	-0.13118398	-0.35810217	-0.3555667	0.9227002	0.28724784	-0.72649884	1.2731831	-0.47456875	0.84511113	0.9998825	-2.019018	-0.7365551	0.5799772	1.5355856	-0.9521945	-1.6664426	0.96459717	-0.76613957	-0.78496176	0.22247076	0.14349085	-0.105620995	0.24731492	-1.6435462
-1.9532863	1.6810368	-0.39158323	2.438563	1.9332633	1.5518942	-2.1198537	-0.3012064	1.079112	-0.7712446	-0.25205708	-0.40667957	-1.4989073	0.28998235	-0.8555354	1.8718789	0.5690574	-0.9261459	-0.5971143	-2.0053353	3.1983204	1.2986932	-0.3225899	-0.07703038	-0.2791472	1.5017176	0.0062034023	-2.4052014	0.010112546	0.84733665	-0.32897437	0.22253785
0.35981002	0.23006119	-0.5473758	-1.442289	1.1092665	-0.48209488	-2.6564078	-0.04333052	-0.77591425	0.042036433	1.2148439	-2.0951567	1.3765764	-3.760209	1.0850451	1.8229419	-1.4600666	0.24377714	1.0084511	-1.023477	1.7362278	0.47039136	0.4414275	1.3702536	1.3474336	0.4702601	-1.866594	0.13683705	-1.2664294	-0.043963067	-0.90265614	1.1617849
-0.3794334	1.6913215	-1.7363249	0.82662874	-0.43522343	-1.2169524	-0.58150446	-1.4576787	0.04772294	-1.6520276	-2.0217917	-1.0305316	1.0056026	0.8153349	0.8627596	-1.512963	0.8518384	-0.26572245	-2.111093	-0.9935837	-1.4086277	-0.18092364	-0.22999057	1.6057876	0.81684667	0.6009652	0.2927276	-0.7371386	-1.1737491	0.64468837	0.5940909	0.08894922
0.37815776	0.38156894	0.81725276	-1.7591435	0.07325063	0.5628409	-1.1289997	-0.676033	1.3724896	-0.32862335	0.7876784	2.2488682	-1.0421981	-0.7601645	0.5642951	0.29873997	-0.90151566	-1.4159411	-0.6307932	1.7508423	1.065991	1.2056712	-1.3370038	-0.77930325	0.94334173	-1.6200023	0.16843542	-0.08400077	-0.0016588476	-1.19038	1.4984249	-0.063807786
0.5471942	1.5783228	-1.1132447	0.15961005	-0.37003335	-1.1367291	0.5540425	-0.64597607	0.34952968	1.1115875	-1.2576103	1.6132438	-1.763695	-0.7754123	-1.2048998	0.09080387	1.0688536	-1.2729697	0.83700216	0.16916506	-0.25379318	-0.2663138	-0.060122885	-0.14656346	1.3593043	0.5037958	-1.7576433	-2.8071537	-2.8232625	-0.17915244	0.045956988	-0.22049293
-0.83439904	1.3222146	-0.25181493	-0.3168711	-0.08443039	2.4332695	0.24345256	1.6270657	3.1900349	-0.34621975	0.84490275	-0.36354402	1.3218805	0.9485085	-0.09156412	-0.27131793	-0.7766035	-2.5559888	-0.11460024	0.096847795	1.598765	-1.000312	0.5648068	-0.17163888	-0.43373454	-0.32060534	-1.3068377	0.69489545	0.6899951	-0.7592959	1.3801122	0.9963852
1.4570059	0.04516167	-0.78626865	1.6660607	-1.1208104	-0.78557146	-0.80150783	-1.9988058	0.64879405	-1.4666103	-0.42456222	-0.024372872	-0.27181453	-1.6137218	-0.49161482	2.8959923	1.2051728	-0.513761	-0.7168115	-1.554399	0.9929615	-1.3893281	0.4935694	0.83622336	0.23144625	-0.46938	-2.6652136	0.3986321	-0.23782147	-0.26160496	1.912427	-1.3403014
2.6106532	1.1178356	1.2352432	1.7996145	-0.34564018	-0.06984104	0.08489472	-3.2957177	1.0267944	-2.0479858	-2.0809402	0.9308878	0.045074657	1.3580253	0.47911295	1.0862893	0.24244405	-2.2944362	-0.5369692	-0.4432834	0.2695184	0.30548045	0.40140674	0.54639405	-0.34788552	-1.5309495	0.21099824	-0.60142165	2.5568938	0.5335924	0.8558155	1.5852127
-1.1453567	0.4419824	-0.6265651	0.6830006	-0.8140815	0.25080544	0.015702587	-0.5890767	0.88303417	-0.8530662	-0.8832873	-0.5285966	1.1137576	0.5838952	0.37737828	-0.9996483	-0.6535349	0.2353197	-0.16989231	-0.24123439	-0.42420825	0.8412485	1.3247818	-0.7460356	1.4093678	-0.9142316	-0.1408966	-1.9303557	0.5796814	0.5951928	-0.94054973	-1.37433
0.5915385	0.12127334	-0.36870334	-1.4059333	-1.2072583	0.8548351	0.31298596	0.62448776	-0.4199227	-0.10275961	-2.1761055	-0.9282254	1.5926956	1.4188007	2.3317564	0.8477708	-0.16264845	0.4956302	0.64807963	0.37147403	1.5666764	-0.34833458	-0.4059105	0.42678046	0.86370236	-1.1174299	0.038963333	0.5519196	0.15548444	-1.7609808	-0.27827397	0.4480454
